,date,createdat,event_id,refid,amount,order_detail,status,qty,asset,price
3670,2022-11-11,2022-11-11 21:19:43.041000+05:30,11926,od_pnLCZjRF,338.0, Cancelled 13.00 shares x Y (Rs. 26.00 each),Cancelled,13.0,Y,26.0
3669,2022-11-11,2022-11-11 21:19:44.393000+05:30,11926,od_Vzcqps3u,-364.0, Bought 14.00 shares x Y (Rs. 26.00 each),Bought,14.0,Y,26.0
3668,2022-11-11,2022-11-11 21:20:19.062000+05:30,11926,od_3DLkvevB,29.0, Sold 1.00 shares x Y (Rs. 29.00 each),Sold,1.0,Y,29.0
3666,2022-11-11,2022-11-11 21:21:32.454000+05:30,11926,od_Vzcqps3u,364.0, Cancelled 14.00 shares x Y (Rs. 26.00 each),Cancelled,14.0,Y,26.0
3665,2022-11-11,2022-11-11 21:21:33.881000+05:30,11926,od_sd9c38Fx,-390.0, Bought 15.00 shares x Y (Rs. 26.00 each),Bought,15.0,Y,26.0
3654,2022-11-11,2022-11-11 21:25:16.171000+05:30,11926,od_sd9c38Fx,390.0, Cancelled 15.00 shares x Y (Rs. 26.00 each),Cancelled,15.0,Y,26.0
3653,2022-11-11,2022-11-11 21:25:17.515000+05:30,11926,od_DAVAT3Nu,-495.0, Bought 15.00 shares x Y (Rs. 33.00 each),Bought,15.0,Y,33.0
3650,2022-11-11,2022-11-11 21:28:46.566000+05:30,11926,od_AEK2kPym,-900.0, Bought 15.00 shares x N (Rs. 60.00 each),Bought,15.0,N,60.0
3649,2022-11-11,2022-11-11 21:28:49.637000+05:30,11926,od_DAVAT3Nu,495.0, Cancelled 15.00 shares x Y (Rs. 33.00 each),Cancelled,15.0,Y,33.0
3646,2022-11-11,2022-11-11 21:32:08.623000+05:30,11926,od_B1ASgfiU,-375.0, Bought 15.00 shares x Y (Rs. 25.00 each),Bought,15.0,Y,25.0
3645,2022-11-11,2022-11-11 21:32:11.570000+05:30,11926,od_AEK2kPym,900.0, Cancelled 15.00 shares x N (Rs. 60.00 each),Cancelled,15.0,N,60.0
3644,2022-11-11,2022-11-11 21:33:50.991000+05:30,11926,od_B1ASgfiU,225.0, Cancelled 9.00 shares x Y (Rs. 25.00 each),Cancelled,9.0,Y,25.0
3643,2022-11-11,2022-11-11 21:33:52.375000+05:30,11926,od_GoUjp1hc,156.0, Sold 6.00 shares x Y (Rs. 26.00 each),Sold,6.0,Y,26.0
3642,2022-11-11,2022-11-11 21:33:52.375000+05:30,11926,od_zpVl3fHA,-235.56, Bought 9.00 shares x Y (Rs. 26.00 each),Bought,9.0,Y,26.0
3641,2022-11-11,2022-11-11 21:33:54.853000+05:30,11926,od_RMnHA1v2,77.22, Sold 3.00 shares x Y (Rs. 26.00 each),Sold,3.0,Y,26.0
3632,2022-11-11,2022-11-11 21:37:13.919000+05:30,11926,od_aO40RQUA,-171.0, Bought 9.00 shares x Y (Rs. 19.00 each),Bought,9.0,Y,19.0
3630,2022-11-11,2022-11-11 21:40:24.154000+05:30,11926,od_UrusUWPp,-1095.0, Bought 15.00 shares x N (Rs. 73.00 each),Bought,15.0,N,73.0
3629,2022-11-11,2022-11-11 21:40:27.110000+05:30,11926,od_aO40RQUA,171.0, Cancelled 9.00 shares x Y (Rs. 19.00 each),Cancelled,9.0,Y,19.0
3627,2022-11-11,2022-11-11 21:42:03.872000+05:30,11926,od_UrusUWPp,1095.0, Cancelled 15.00 shares x N (Rs. 73.00 each),Cancelled,15.0,N,73.0
3626,2022-11-11,2022-11-11 21:42:05.233000+05:30,11926,od_w21evkkZ,-1110.74, Bought 15.00 shares x N (Rs. 74.00 each),Bought,15.0,N,74.0
3625,2022-11-11,2022-11-11 21:42:09.768000+05:30,11926,od_w21evkkZ,1036.0, Cancelled 14.00 shares x N (Rs. 74.00 each),Cancelled,14.0,N,74.0
3624,2022-11-11,2022-11-11 21:42:11.113000+05:30,11926,od_9kc4HeRp,-1110.0, Bought 15.00 shares x N (Rs. 74.00 each),Bought,15.0,N,74.0
3621,2022-11-11,2022-11-11 21:43:55.082000+05:30,11926,od_L44GHg3c,74.25, Sold 1.00 shares x N (Rs. 75.00 each),Sold,1.0,N,75.0
3620,2022-11-11,2022-11-11 21:43:57.521000+05:30,11926,od_9kc4HeRp,1110.0, Cancelled 15.00 shares x N (Rs. 74.00 each),Cancelled,15.0,N,74.0
3619,2022-11-11,2022-11-11 21:43:58.873000+05:30,11926,od_4K9Ywyyu,-1078.0, Bought 14.00 shares x N (Rs. 77.00 each),Bought,14.0,N,77.0
3618,2022-11-11,2022-11-11 21:45:34.885000+05:30,11926,od_4K9Ywyyu,1078.0, Cancelled 14.00 shares x N (Rs. 77.00 each),Cancelled,14.0,N,77.0
3617,2022-11-11,2022-11-11 21:45:36.222000+05:30,11926,od_6oWPZxD3,-1185.0, Bought 15.00 shares x N (Rs. 79.00 each),Bought,15.0,N,79.0
3615,2022-11-11,2022-11-11 21:47:14.431000+05:30,11926,od_6oWPZxD3,1185.0, Cancelled 15.00 shares x N (Rs. 79.00 each),Cancelled,15.0,N,79.0
3614,2022-11-11,2022-11-11 21:47:15.794000+05:30,11926,od_MvdhRL2N,-1217.43, Bought 15.00 shares x N (Rs. 81.00 each),Bought,15.0,N,81.0
3613,2022-11-11,2022-11-11 21:47:20.335000+05:30,11926,od_MvdhRL2N,972.0, Cancelled 12.00 shares x N (Rs. 81.00 each),Cancelled,12.0,N,81.0
3612,2022-11-11,2022-11-11 21:47:21.679000+05:30,11926,od_6ieiKCuB,-1215.0, Bought 15.00 shares x N (Rs. 81.00 each),Bought,15.0,N,81.0
3611,2022-11-11,2022-11-11 21:49:01.062000+05:30,11926,od_6ieiKCuB,1215.0, Cancelled 15.00 shares x N (Rs. 81.00 each),Cancelled,15.0,N,81.0
3610,2022-11-11,2022-11-11 21:49:02.410000+05:30,11926,od_W3Op3bGs,-972.0, Bought 12.00 shares x N (Rs. 81.00 each),Bought,12.0,N,81.0
3609,2022-11-11,2022-11-11 21:49:38.160000+05:30,11926,od_E2AFrMAS,164.0, Sold 2.00 shares x N (Rs. 82.00 each),Sold,2.0,N,82.0
3608,2022-11-11,2022-11-11 21:50:39.236000+05:30,11926,od_W3Op3bGs,972.0, Cancelled 12.00 shares x N (Rs. 81.00 each),Cancelled,12.0,N,81.0
3607,2022-11-11,2022-11-11 21:50:40.581000+05:30,11926,od_E2AFrMAS,82.0, Sold 1.00 shares x N (Rs. 82.00 each),Sold,1.0,N,82.0
3606,2022-11-11,2022-11-11 21:50:40.581000+05:30,11926,od_pmv9naKz,-1148.82, Bought 14.00 shares x N (Rs. 82.00 each),Bought,14.0,N,82.0
3605,2022-11-11,2022-11-11 21:50:42.986000+05:30,11926,od_yvlclhKY,81.18, Sold 1.00 shares x N (Rs. 82.00 each),Sold,1.0,N,82.0
3604,2022-11-11,2022-11-11 21:52:19.451000+05:30,11926,od_0k2GnXc7,-162.0, Bought 2.00 shares x N (Rs. 81.00 each),Bought,2.0,N,81.0
3603,2022-11-11,2022-11-11 21:55:26.183000+05:30,11926,od_0k2GnXc7,162.0, Cancelled 2.00 shares x N (Rs. 81.00 each),Cancelled,2.0,N,81.0
3602,2022-11-11,2022-11-11 21:55:27.549000+05:30,11926,od_xOMA7qRC,-164.82, Bought 2.00 shares x N (Rs. 82.00 each),Bought,2.0,N,82.0
3601,2022-11-11,2022-11-11 21:56:09.345000+05:30,11926,od_SUh4HSp1,415.0, Sold 5.00 shares x N (Rs. 83.00 each),Sold,5.0,N,83.0
3600,2022-11-11,2022-11-11 21:57:05.990000+05:30,11926,od_xOMA7qRC,82.0, Cancelled 1.00 shares x N (Rs. 82.00 each),Cancelled,1.0,N,82.0
3599,2022-11-11,2022-11-11 21:57:07.418000+05:30,11926,od_5Ei0dL6m,498.0, Sold 6.00 shares x N (Rs. 83.00 each),Sold,6.0,N,83.0
3598,2022-11-11,2022-11-11 21:57:07.418000+05:30,11926,od_4kYpfvof,-502.98, Bought 6.00 shares x N (Rs. 83.00 each),Bought,6.0,N,83.0
3597,2022-11-11,2022-11-11 21:57:59.086000+05:30,11926,od_TNZMg6jR,83.0, Sold 1.00 shares x N (Rs. 83.00 each),Sold,1.0,N,83.0
3596,2022-11-11,2022-11-11 21:58:47.246000+05:30,11926,od_TNZMg6jR,581.0, Sold 7.00 shares x N (Rs. 83.00 each),Sold,7.0,N,83.0
3595,2022-11-11,2022-11-11 21:58:47.246000+05:30,11926,od_heIf7FnI,-586.81, Bought 7.00 shares x N (Rs. 83.00 each),Bought,7.0,N,83.0
3594,2022-11-11,2022-11-11 21:59:37.565000+05:30,11926,od_zuvqiuCd,664.0, Sold 8.00 shares x N (Rs. 83.00 each),Sold,8.0,N,83.0
3593,2022-11-11,2022-11-11 22:00:26.007000+05:30,11926,od_8GHI9Qgg,-1290.86, Bought 15.00 shares x N (Rs. 86.00 each),Bought,15.0,N,86.0
3592,2022-11-11,2022-11-11 22:00:30.563000+05:30,11926,od_8GHI9Qgg,1204.0, Cancelled 14.00 shares x N (Rs. 86.00 each),Cancelled,14.0,N,86.0
3591,2022-11-11,2022-11-11 22:00:31.898000+05:30,11926,od_fXqFgTjL,-1290.0, Bought 15.00 shares x N (Rs. 86.00 each),Bought,15.0,N,86.0
3590,2022-11-11,2022-11-11 22:02:07.502000+05:30,11926,od_J6CiNZgm,86.13, Sold 1.00 shares x N (Rs. 87.00 each),Sold,1.0,N,87.0
3589,2022-11-11,2022-11-11 22:02:09.924000+05:30,11926,od_fXqFgTjL,1290.0, Cancelled 15.00 shares x N (Rs. 86.00 each),Cancelled,15.0,N,86.0
3588,2022-11-11,2022-11-11 22:02:11.313000+05:30,11926,od_tHvgzlU9,-1246.0, Bought 14.00 shares x N (Rs. 89.00 each),Bought,14.0,N,89.0
3587,2022-11-11,2022-11-11 22:02:21.614000+05:30,11926,od_ryRbqP1R,54.0, Sold 6.00 shares x Y (Rs. 9.00 each),Sold,6.0,Y,9.0
3586,2022-11-11,2022-11-11 22:20:29.271000+05:30,11926,od_nhk7THOt,-302.0, Bought 15.00 shares x Y (Rs. 20.00 each),Bought,15.0,Y,20.0
3585,2022-11-11,2022-11-11 22:20:35.655000+05:30,11926,od_nhk7THOt,100.0, Cancelled 5.00 shares x Y (Rs. 20.00 each),Cancelled,5.0,Y,20.0
3584,2022-11-11,2022-11-11 22:20:36.974000+05:30,11926,od_6IUle9ZD,-300.0, Bought 15.00 shares x Y (Rs. 20.00 each),Bought,15.0,Y,20.0
3583,2022-11-11,2022-11-11 22:33:07.444000+05:30,11926,od_txhmjFoW,-83.0, Bought 1.00 shares x N (Rs. 83.00 each),Bought,1.0,N,83.0
3582,2022-11-11,2022-11-11 22:38:33.182000+05:30,11926,od_cKU3vwtf,89.0, Sold 1.00 shares x N (Rs. 89.00 each),Sold,1.0,N,89.0
3581,2022-11-11,2022-11-11 22:40:31.146000+05:30,11926,od_cKU3vwtf,1246.0, Sold 14.00 shares x N (Rs. 89.00 each),Sold,14.0,N,89.0
3580,2022-11-11,2022-11-11 22:42:11.745000+05:30,11926,od_3XmxDAoe,84.0, Sold 4.00 shares x Y (Rs. 21.00 each),Sold,4.0,Y,21.0
3579,2022-11-11,2022-11-11 22:47:02.635000+05:30,11926,od_jFWs61w4,-1185.0, Bought 15.00 shares x N (Rs. 79.00 each),Bought,15.0,N,79.0
3578,2022-11-11,2022-11-11 22:47:20.012000+05:30,11926,od_3XmxDAoe,21.0, Sold 1.00 shares x Y (Rs. 21.00 each),Sold,1.0,Y,21.0
3577,2022-11-11,2022-11-11 22:47:24.424000+05:30,11926,od_3XmxDAoe,21.0, Sold 1.00 shares x Y (Rs. 21.00 each),Sold,1.0,Y,21.0
3576,2022-11-11,2022-11-11 22:47:27.545000+05:30,11926,od_3XmxDAoe,21.0, Sold 1.00 shares x Y (Rs. 21.00 each),Sold,1.0,Y,21.0
3575,2022-11-11,2022-11-11 22:47:30.746000+05:30,11926,od_3XmxDAoe,21.0, Sold 1.00 shares x Y (Rs. 21.00 each),Sold,1.0,Y,21.0
3574,2022-11-11,2022-11-11 22:47:34.263000+05:30,11926,od_3XmxDAoe,21.0, Sold 1.00 shares x Y (Rs. 21.00 each),Sold,1.0,Y,21.0
3573,2022-11-11,2022-11-11 22:48:40.952000+05:30,11926,od_jFWs61w4,1185.0, Cancelled 15.00 shares x N (Rs. 79.00 each),Cancelled,15.0,N,79.0
3572,2022-11-11,2022-11-11 22:48:42.284000+05:30,11926,od_JCH6ZR4j,-1245.0, Bought 15.00 shares x N (Rs. 83.00 each),Bought,15.0,N,83.0
3568,2022-11-11,2022-11-11 23:00:12.702000+05:30,11926,,1245.0,Closed (Rs. 1245.00 credited),Closed,,,
